Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
857226,361 BAYSIDE CR SW,"$642,906","$614,600",06/23/2017,Bayside,Single Family,2 Storey,2284,2016
854185,259 BAYWATER WY SW,"$539,900","$516,100",06/01/2017,Bayside,Single Family,2 Storey,2002,2016
854070,21 BAYWATER LN SW,"$423,495","$404,900",06/02/2017,Bayside,Single Family,2 Storey,1731,2016
846658,222 BAYSIDE CO SW,"$515,000","$492,300",06/01/2017,Bayside,Single Family,2 Storey,1915,2012
849997,2351 BAYWATER CR SW,"$420,000","$401,500",06/13/2017,Bayside,Duplex,2 Storey,1811,2012
854168,214 BAYWATER WY SW,"$574,806","$549,500",06/13/2017,Bayside,Single Family,2 Storey,2506,2016
857216,333 BAYSIDE CR SW,"$930,323","$933,900",06/08/2017,Bayside,Single Family,2 Storey,2950,2016
854154,158 BAYWATER WY SW,"$517,058","$494,300",06/09/2017,Bayside,Single Family,Bungalow,1529,2016
854181,251 BAYWATER WY SW,"$549,900","$525,700",06/09/2017,Bayside,Single Family,2 Storey,1921,2016
845003,1709 BAYWATER RD SW,"$397,000","$379,500",06/09/2017,Bayside,Single Family,2 Storey,1412,2009
853909,10 BAYSIDE PR SW,"$450,000","$430,200",06/08/2017,Bayside,Single Family,Bilevel,1241,2016
854179,247 BAYWATER WY SW,"$499,000","$474,400",07/26/2017,Bayside,Single Family,2 Storey,2115,2016
849990,2344 BAYWATER CR SW,"$425,000","$404,100",07/26/2017,Bayside,Duplex,2 Storey,1734,2013
853912,22 BAYSIDE PR SW,"$567,500","$539,600",07/28/2017,Bayside,Single Family,2 Storey,1960,2015
853958,2289 BAYSIDE RD SW,"$663,156","$662,900",07/25/2017,Bayside,Single Family,Bungalow,1483,2017
849968,2304 BAYWATER CR SW,"$350,000","$332,800",07/20/2017,Bayside,Duplex,2 Storey,1313,2011
854160,182 BAYWATER WY SW,"$501,229","$499,200",07/05/2017,Bayside,Single Family,Bungalow,1529,2016
850019,2373 BAYWATER CR SW,"$435,000","$413,600",07/05/2017,Bayside,Duplex,2 Storey,1811,2013
857265,1051 BAYSIDE DR SW,"$717,231","$681,900",07/05/2017,Bayside,Single Family,2 Storey,2438,2016
857282,1108 BAYSIDE DR SW,"$604,574","$574,800",07/07/2017,Bayside,Single Family,2 Storey,2485,2017
854069,18 BAYWATER LN SW,"$465,182","$442,300",07/17/2017,Bayside,Single Family,2 Storey,1972,2016
820085,258 BAYSIDE PT SW,"$407,000","$387,000",07/24/2017,Bayside,Single Family,2 Storey,1819,2004
846711,2306 BAYSIDE CI SW,"$458,000","$435,500",07/11/2017,Bayside,Single Family,2 Storey,1932,2013
857263,1043 BAYSIDE DR SW,"$586,396","$585,300",07/13/2017,Bayside,Single Family,2 Storey,2076,2016
846784,1131 2370 BAYSIDE RD SW,"$190,000","$165,600",07/13/2017,Bayside,Apartment,Apartment,942,2008
855884,305 1530 BAYSIDE AV SW,"$359,000","$336,500",08/18/2017,Bayside,Condo,2 Storey,1264,2015
850079,1782 BAYWATER DR SW,"$575,000","$546,400",08/21/2017,Bayside,Single Family,Bungalow,1332,2012
853944,2261 BAYSIDE RD SW,"$725,172","$723,600",08/21/2017,Bayside,Single Family,Bungalow,1561,2017
846653,202 BAYSIDE CO SW,"$474,000","$450,400",08/29/2017,Bayside,Single Family,2 Storey,2007,2012
857208,314 BAYSIDE CR SW,"$471,772","$448,300",08/25/2017,Bayside,Single Family,2 Storey,2197,2017
846688,2252 BAYSIDE CI SW,"$485,000","$460,900",08/23/2017,Bayside,Single Family,2 Storey,1897,2014
846670,2213 BAYSIDE CI SW,"$702,027","$667,100",08/08/2017,Bayside,Single Family,2 Storey,2564,2016
853898,221 BAYSIDE LP SW,"$530,000","$503,700",08/02/2017,Bayside,Single Family,2 Storey,2417,2015
853932,2225 BAYSIDE RD SW,"$757,809","$720,100",08/05/2017,Bayside,Single Family,Bungalow,1610,2016
853876,157 BAYSIDE LP SW,"$447,745","$425,500",08/05/2017,Bayside,Single Family,2 Storey,2088,2015
857331,509 BAYSIDE RO SW,"$453,494","$431,000",08/14/2017,Bayside,Single Family,2 Storey,2085,2017
846663,242 BAYSIDE CO SW,"$617,500","$586,800",08/10/2017,Bayside,Single Family,2 Storey,2490,2012
854061,2 BAYWATER LN SW,"$564,323","$537,600",09/21/2017,Bayside,Single Family,2 Storey,2234,2016
854073,26 BAYWATER LN SW,"$539,900","$514,400",09/20/2017,Bayside,Single Family,2 Storey,1951,2017
854063,6 BAYWATER LN SW,"$458,500","$436,800",09/18/2017,Bayside,Single Family,2 Storey,1963,2016
857261,1035 BAYSIDE DR SW,"$713,611","$679,900",09/27/2017,Bayside,Single Family,2 Storey,2605,2017
820056,1320 BAYSIDE AV SW,"$366,900","$349,500",09/22/2017,Bayside,Single Family,2 Storey,1737,2002
854078,37 BAYWATER LN SW,"$495,000","$471,600",09/22/2017,Bayside,Single Family,2 Storey,2002,2017
857225,360 BAYSIDE CR SW,"$614,255","$585,200",09/22/2017,Bayside,Single Family,2 Storey,2542,2016
854162,190 BAYWATER WY SW,"$542,500","$516,800",09/06/2017,Bayside,Single Family,2 Storey,1972,2016
854138,1734 BAYWATER VW SW,"$503,000","$479,200",09/15/2017,Bayside,Single Family,2 Storey,2087,2015
849983,2334 BAYWATER CR SW,"$437,000","$416,300",09/14/2017,Bayside,Duplex,2 Storey,1736,2012
820094,140 BAYSIDE PT SW,"$510,000","$485,900",09/14/2017,Bayside,Single Family,2 Storey,2144,2003
845038,1698 BAYWATER ST SW,"$620,000","$590,700",09/14/2017,Bayside,Single Family,2 Storey,2752,2011
845064,1762 BAYWATER ST SW,"$610,000","$580,300",10/19/2017,Bayside,Single Family,Bungalow,1423,2009
854201,291 BAYWATER WY SW,"$508,571","$483,800",10/26/2017,Bayside,Single Family,2 Storey,2434,2014
854199,287 BAYWATER WY SW,"$457,999","$435,700",10/26/2017,Bayside,Single Family,2 Storey,1963,2014
857231,376 BAYSIDE CR SW,"$559,255","$532,000",10/26/2017,Bayside,Single Family,2 Storey,2264,2017
854074,29 BAYWATER LN SW,"$519,000","$493,700",10/20/2017,Bayside,Single Family,2 Storey,1725,2017
857277,1099 BAYSIDE DR SW,"$570,528","$542,700",10/24/2017,Bayside,Single Family,2 Storey,2174,2017
854065,10 BAYWATER LN SW,"$460,000","$437,600",10/05/2017,Bayside,Single Family,2 Storey,2087,2016
854173,230 BAYWATER WY SW,"$525,714","$500,100",10/10/2017,Bayside,Single Family,2 Storey,2087,2016
820019,241 BAYSIDE PL SW,"$379,000","$360,500",10/10/2017,Bayside,Single Family,Split Level,949,2002
857233,380 BAYSIDE CR SW,"$549,359","$522,600",10/04/2017,Bayside,Single Family,2 Storey,2503,2017
857254,19 BAYSIDE CV SW,"$595,695","$566,700",10/04/2017,Bayside,Single Family,2 Storey,2503,2017
854186,262 BAYWATER WY SW,"$508,571","$514,400",10/13/2017,Bayside,Single Family,2 Storey,2432,2017
854170,222 BAYWATER WY SW,"$529,312","$528,700",10/13/2017,Bayside,Single Family,Bungalow,1428,2016
853946,2265 BAYSIDE RD SW,"$752,037","$715,400",10/16/2017,Bayside,Single Family,2 Storey,2530,2017
854161,186 BAYWATER WY SW,"$595,701","$566,700",10/16/2017,Bayside,Single Family,2 Storey,2432,2016
854190,270 BAYWATER WY SW,"$539,900","$513,600",10/11/2017,Bayside,Single Family,2 Storey,1725,2017
857270,1071 BAYSIDE DR SW,"$875,156","$832,500",10/12/2017,Bayside,Single Family,2 Storey,2738,2016
857276,1095 BAYSIDE DR SW,"$709,398","$712,500",11/22/2017,Bayside,Single Family,2 Storey,2516,2017
854167,210 BAYWATER WY SW,"$561,904","$537,500",11/18/2017,Bayside,Single Family,2 Storey,2418,2016
854155,162 BAYWATER WY SW,"$620,000","$593,000",11/18/2017,Bayside,Single Family,2 Storey,2432,2016
846674,2221 BAYSIDE CI SW,"$703,000","$672,400",11/25/2017,Bayside,Single Family,Bungalow,1624,2015
820102,108 BAYSIDE PT SW,"$448,000","$428,500",11/30/2017,Bayside,Single Family,2 Storey,1831,2003
846818,1235 2370 BAYSIDE RD SW,"$305,000","$264,900",11/23/2017,Bayside,Apartment,Apartment,1378,2008
854178,246 BAYWATER WY SW,"$560,000","$535,600",11/23/2017,Bayside,Single Family,2 Storey,2002,2017
846681,2237 BAYSIDE CI SW,"$793,000","$758,500",11/25/2017,Bayside,Single Family,2 Storey,2831,2013
846778,1122 2370 BAYSIDE RD SW,"$265,000","$227,700",11/24/2017,Bayside,Apartment,Apartment,1325,2008
854076,33 BAYWATER LN SW,"$549,900","$526,000",11/07/2017,Bayside,Single Family,2 Storey,1921,2017
820053,1308 BAYSIDE AV SW,"$415,000","$396,900",11/08/2017,Bayside,Single Family,2 Storey,1830,2003
820010,205 BAYSIDE PL SW,"$383,000","$366,300",11/02/2017,Bayside,Single Family,2 Storey,1800,2002
854166,206 BAYWATER WY SW,"$659,900","$631,200",11/15/2017,Bayside,Single Family,2 Storey,2247,2017
849971,2310 BAYWATER CR SW,"$420,000","$401,700",11/17/2017,Bayside,Duplex,2 Storey,1886,2011
857235,384 BAYSIDE CR SW,"$623,479","$603,300",12/05/2017,Bayside,Single Family,2 Storey,2524,2017
854203,295 BAYWATER WY SW,"$547,900","$530,100",12/05/2017,Bayside,Single Family,2 Storey,2234,2014
857207,313 BAYSIDE CR SW,"$538,863","$547,500",12/05/2017,Bayside,Single Family,2 Storey,2018,2017
845565,174 BAYSIDE PT SW,"$344,000","$326,000",12/06/2017,Bayside,Condo,2 Storey,1324,2006
845002,1705 BAYWATER RD SW,"$414,000","$400,600",12/18/2017,Bayside,Single Family,2 Storey,1540,2009
857236,385 BAYSIDE CR SW,"$647,120","$646,400",12/18/2017,Bayside,Single Family,2 Storey,2215,2017
845097,1706 BAYWATER VW SW,"$460,000","$445,100",12/18/2017,Bayside,Single Family,2 Storey,2034,2010
854164,198 BAYWATER WY SW,"$509,523","$493,000",12/18/2017,Bayside,Single Family,2 Storey,2002,2017
854180,250 BAYWATER WY SW,"$499,900","$482,000",01/18/2018,Bayside,Single Family,2 Storey,2112,2017
820055,1316 BAYSIDE AV SW,"$395,000","$380,900",01/15/2018,Bayside,Single Family,2 Storey,2242,2002
849956,1926 BAYWATER AL SW,"$380,000","$366,400",01/26/2018,Bayside,Duplex,2 Storey,1736,2012
820060,1412 BAYSIDE AV SW,"$370,000","$356,800",01/25/2018,Bayside,Single Family,2 Storey,1800,2003
854143,1743 BAYWATER VW SW,"$451,500","$435,300",01/25/2018,Bayside,Single Family,2 Storey,1731,2015
857274,1087 BAYSIDE DR SW,"$687,645","$663,000",01/04/2018,Bayside,Single Family,2 Storey,2062,2017
846699,2273 BAYSIDE CI SW,"$710,000","$684,600",01/09/2018,Bayside,Single Family,Bungalow,1656,2014
854075,30 BAYWATER LN SW,"$524,900","$506,100",01/10/2018,Bayside,Single Family,2 Storey,1725,2017
854184,258 BAYWATER WY SW,"$488,000","$470,500",01/09/2018,Bayside,Single Family,2 Storey,1972,2017
820072,1209 BAYSIDE RI SW,"$385,000","$371,200",01/08/2018,Bayside,Single Family,2 Storey,1761,2003
857210,318 BAYSIDE CR SW,"$522,500","$508,300",02/22/2018,Bayside,Single Family,2 Storey,2266,2016
820095,136 BAYSIDE PT SW,"$455,000","$442,700",02/06/2018,Bayside,Single Family,2 Storey,2144,2003
846985,6012 2370 BAYSIDE RD SW,"$290,000","$276,400",02/27/2018,Bayside,Condo,2 Storey,1386,2008
854192,274 BAYWATER WY SW,"$569,900","$544,500",03/01/2018,Bayside,Single Family,2 Storey,1921,2017
844956,76 BAYWATER CO SW,"$483,500","$462,000",03/02/2018,Bayside,Single Family,2 Storey,2364,2012
845013,187 BAYWATER RI SW,"$470,000","$449,100",03/07/2018,Bayside,Single Family,2 Storey,1937,2008
846708,2301 BAYSIDE CI SW,"$630,000","$602,000",03/09/2018,Bayside,Single Family,2 Storey,2316,2015
857288,1120 BAYSIDE DR SW,"$494,508","$496,100",03/12/2018,Bayside,Single Family,Bungalow,1406,2017
854188,266 BAYWATER WY SW,"$464,888","$444,200",03/13/2018,Bayside,Single Family,2 Storey,1812,2017
854086,1717 BAYWATER RD SW,"$375,000","$358,300",03/13/2018,Bayside,Single Family,2 Storey,1287,2014
849989,2343 BAYWATER CR SW,"$396,000","$378,400",03/14/2018,Bayside,Duplex,2 Storey,1811,2012
846781,1128 2370 BAYSIDE RD SW,"$200,000","$178,400",03/15/2018,Bayside,Apartment,Apartment,942,2008
846665,2202 BAYSIDE CI SW,"$524,500","$501,200",03/16/2018,Bayside,Single Family,2 Storey,2194,2017
857322,641 BAYSIDE LN SW,"$696,002","$665,000",03/20/2018,Bayside,Single Family,2 Storey,2504,2017
846707,2297 BAYSIDE CI SW,"$625,706","$597,900",03/23/2018,Bayside,Single Family,Bungalow,1620,2017
857250,3 BAYSIDE CV SW,"$546,500","$522,200",03/27/2018,Bayside,Single Family,2 Storey,2249,2017
853931,2221 BAYSIDE RD SW,"$715,941","$684,100",03/29/2018,Bayside,Single Family,2 Storey,2503,2017
857278,1100 BAYSIDE DR SW,"$518,633","$499,000",04/24/2018,Bayside,Single Family,2 Storey,2106,2017
846705,2293 BAYSIDE CI SW,"$610,000","$586,900",04/24/2018,Bayside,Single Family,2 Storey,2059,2014
857323,645 BAYSIDE LN SW,"$605,050","$582,200",04/28/2018,Bayside,Single Family,2 Storey,2219,2017
857321,637 BAYSIDE LN SW,"$741,448","$713,400",04/28/2018,Bayside,Single Family,2 Storey,2733,2017
846783,1130 2370 BAYSIDE RD SW,"$217,000","$196,300",04/19/2018,Bayside,Apartment,Apartment,942,2008
857284,1112 BAYSIDE DR SW,"$562,186","$540,900",04/09/2018,Bayside,Single Family,2 Storey,2241,2017
857244,405 BAYSIDE CR SW,"$206,800","$780,500",04/12/2018,Bayside,Single Family,Bungalow,1893,2017
857280,1104 BAYSIDE DR SW,"$502,534","$483,500",04/05/2018,Bayside,Single Family,2 Storey,2212,2017
857325,653 BAYSIDE LN SW,"$653,643","$628,900",04/05/2018,Bayside,Single Family,Bungalow,1642,2017
854133,159 BAYWATER RI SW,"$376,000","$360,200",05/16/2018,Bayside,Single Family,2 Storey,1287,2014
857324,649 BAYSIDE LN SW,"$637,100","$610,300",05/04/2018,Bayside,Single Family,Bungalow,1563,2017
846658,222 BAYSIDE CO SW,"$517,500","$495,700",05/08/2018,Bayside,Single Family,2 Storey,1915,2012
854194,278 BAYWATER WY SW,"$539,900","$517,200",05/04/2018,Bayside,Single Family,2 Storey,1725,2017
854196,282 BAYWATER WY SW,"$549,900","$526,700",05/10/2018,Bayside,Single Family,2 Storey,1921,2017
820073,1205 BAYSIDE RI SW,"$379,400","$363,400",05/09/2018,Bayside,Single Family,2 Storey,1712,2002
840474,991 BAYSIDE DR SW,"$495,000","$478,500",06/25/2018,Bayside,Single Family,Bungalow,1573,2004
857287,1119 BAYSIDE DR SW,"$655,259","$633,400",06/20/2018,Bayside,Single Family,2 Storey,2252,2017
857230,373 BAYSIDE CR SW,"$623,140","$602,300",06/27/2018,Bayside,Single Family,2 Storey,2226,2017
857211,321 BAYSIDE CR SW,"$539,996","$522,000",06/23/2018,Bayside,Single Family,2 Storey,2223,2017
854200,290 BAYWATER WY SW,"$443,261","$449,500",06/22/2018,Bayside,Single Family,2 Storey,1972,2017
855891,505 1530 BAYSIDE AV SW,"$297,500","$286,700",06/07/2018,Bayside,Condo,2 Storey,1264,2015
845049,1719 BAYWATER ST SW,"$469,000","$453,300",06/07/2018,Bayside,Single Family,2 Storey,2060,2011
854082,45 BAYWATER LN SW,"$485,000","$468,800",06/06/2018,Bayside,Single Family,2 Storey,2017,2017
857240,393 BAYSIDE CR SW,"$727,446","$703,100",06/08/2018,Bayside,Single Family,Bungalow,1707,2017
849994,2348 BAYWATER CR SW,"$387,000","$374,100",06/07/2018,Bayside,Duplex,2 Storey,1811,2012
850000,2354 BAYWATER CR SW,"$345,000","$333,500",06/05/2018,Bayside,Duplex,2 Storey,1313,2012
857234,381 BAYSIDE CR SW,"$653,677","$631,800",06/06/2018,Bayside,Single Family,Bungalow,1614,2017
857241,396 BAYSIDE CR SW,"$546,061","$527,800",06/05/2018,Bayside,Single Family,2 Storey,2261,2017
854071,22 BAYWATER LN SW,"$443,261","$428,500",06/01/2018,Bayside,Single Family,2 Storey,2087,2017
854080,41 BAYWATER LN SW,"$520,000","$502,600",06/13/2018,Bayside,Single Family,2 Storey,1921,2017
857214,326 BAYSIDE CR SW,"$518,712","$501,400",06/14/2018,Bayside,Single Family,Bungalow,1222,2017
857237,388 BAYSIDE CR SW,"$540,819","$519,300",07/05/2018,Bayside,Single Family,2 Storey,2315,2017
854156,166 BAYWATER WY SW,"$555,000","$533,000",07/10/2018,Bayside,Single Family,Bungalow,1403,2017
846827,1310 2370 BAYSIDE RD SW,"$194,000","$178,300",07/12/2018,Bayside,Apartment,Apartment,942,2008
853858,101 BAYSIDE LP SW,"$502,000","$482,100",07/16/2018,Bayside,Single Family,2 Storey,2294,2015
820128,173 BAYSIDE PT SW,"$257,500","$248,800",07/17/2018,Bayside,Condo,2 Storey,1199,2005
854163,194 BAYWATER WY SW,"$570,000","$547,400",07/19/2018,Bayside,Single Family,2 Storey,2432,2016
846752,2437 BAYSIDE CI SW,"$682,500","$655,400",07/23/2018,Bayside,Single Family,Bungalow,1645,2010
857281,1107 BAYSIDE DR SW,"$761,344","$731,100",07/23/2018,Bayside,Single Family,2 Storey,2710,2017
846660,230 BAYSIDE CO SW,"$579,900","$556,900",07/27/2018,Bayside,Single Family,2 Storey,2292,2012
840487,123 BAYSIDE LD SW,"$460,000","$441,700",07/30/2018,Bayside,Single Family,2 Storey,1886,2005
853913,26 BAYSIDE PR SW,"$580,000","$557,000",07/31/2018,Bayside,Single Family,2 Storey,2410,2016
854113,87 BAYWATER RI SW,"$595,000","$571,400",07/31/2018,Bayside,Single Family,2 Storey,2408,2015
846765,1107 2370 BAYSIDE RD SW,"$209,000","$190,700",08/01/2018,Bayside,Apartment,Apartment,1000,2008
857239,392 BAYSIDE CR SW,"$566,949","$550,500",08/01/2018,Bayside,Single Family,2 Storey,1984,2017
844964,1801 BAYWATER GD SW,"$378,000","$367,000",08/07/2018,Bayside,Single Family,2 Storey,1470,2008
846654,206 BAYSIDE CO SW,"$540,000","$524,300",08/07/2018,Bayside,Single Family,Bilevel,1958,2012
845113,105 BAYWATER WY SW,"$437,000","$424,300",08/08/2018,Bayside,Single Family,2 Storey,1940,2010
857303,1314 BAYSIDE DR SW,"$705,776","$685,300",08/13/2018,Bayside,Single Family,2 Storey,2596,2017
846847,1334 2370 BAYSIDE RD SW,"$276,000","$245,400",08/15/2018,Bayside,Apartment,Apartment,1378,2008
850010,2364 BAYWATER CR SW,"$362,500","$352,000",08/16/2018,Bayside,Duplex,2 Storey,1494,2012
846161,4 BAYSIDE LI SW,"$525,000","$509,800",08/23/2018,Bayside,Single Family,2 Storey,2287,2012
844930,11 BAYWATER CO SW,"$460,000","$446,700",08/31/2018,Bayside,Single Family,2 Storey,2124,2010
857320,633 BAYSIDE LN SW,"$731,259","$710,100",08/30/2018,Bayside,Single Family,2 Storey,2548,2017
840486,120 BAYSIDE LD SW,"$620,000","$602,000",08/29/2018,Bayside,Single Family,Bungalow,1522,2006
853881,177 BAYSIDE LP SW,"$420,000","$407,800",08/28/2018,Bayside,Single Family,2 Storey,1864,2014
846831,1314 2370 BAYSIDE RD SW,"$196,500","$178,700",08/27/2018,Bayside,Apartment,Apartment,942,2008
854198,286 BAYWATER WY SW,"$445,000","$427,300",09/06/2018,Bayside,Single Family,2 Storey,1731,2017
846829,1312 2370 BAYSIDE RD SW,"$194,000","$176,300",09/13/2018,Bayside,Apartment,Apartment,942,2008
844972,1817 BAYWATER GD SW,"$419,000","$402,400",09/14/2018,Bayside,Single Family,2 Storey,1540,2009
857279,1103 BAYSIDE DR SW,"$741,704","$712,300",09/18/2018,Bayside,Single Family,2 Storey,2432,2018
849982,2332 BAYWATER CR SW,"$372,000","$357,200",09/24/2018,Bayside,Duplex,2 Storey,1725,2012
855902,1602 1530 BAYSIDE AV SW,"$332,000","$322,600",09/24/2018,Bayside,Condo,2 Storey,1263,2014
846760,1101 2370 BAYSIDE RD SW,"$262,000","$241,500",09/25/2018,Bayside,Apartment,Apartment,1378,2008
840462,943 BAYSIDE DR SW,"$565,000","$558,800",10/09/2018,Bayside,Single Family,2 Storey,2308,2004
857245,409 BAYSIDE CR SW,"$629,142","$622,200",10/03/2018,Bayside,Single Family,2 Storey,2224,2018
854153,154 BAYWATER WY SW,"$585,000","$578,600",10/04/2018,Bayside,Single Family,Bungalow,1428,2016
857312,617 BAYSIDE LN SW,"$570,912","$564,600",10/29/2018,Bayside,Single Family,Bungalow,1469,2018
857289,1123 BAYSIDE DR SW,"$652,486","$677,600",10/24/2018,Bayside,Single Family,2 Storey,2538,2018
854142,1742 BAYWATER VW SW,"$476,500","$471,300",10/29/2018,Bayside,Single Family,2 Storey,1972,2015
854077,34 BAYWATER LN SW,"$475,000","$469,800",10/19/2018,Bayside,Single Family,2 Storey,1725,2018
857283,1111 BAYSIDE DR SW,"$668,784","$661,400",10/19/2018,Bayside,Single Family,Bungalow,1515,2018
857318,629 BAYSIDE LN SW,"$729,113","$757,100",10/19/2018,Bayside,Single Family,2 Storey,2591,2018
857264,1047 BAYSIDE DR SW,"$687,398","$702,600",11/29/2018,Bayside,Single Family,Bungalow,1733,2017
849969,2306 BAYWATER CR SW,"$391,000","$380,600",11/16/2018,Bayside,Duplex,2 Storey,1811,2011
857202,302 BAYSIDE CR SW,"$524,000","$510,100",11/09/2018,Bayside,Single Family,2 Storey,2161,2017
857311,613 BAYSIDE LN SW,"$605,972","$589,900",11/03/2018,Bayside,Single Family,Bungalow,1399,2018
857267,1059 BAYSIDE DR SW,"$735,121","$779,000",11/06/2018,Bayside,Single Family,Bungalow,1724,2017
853926,2210 BAYSIDE RD SW,"$510,340","$496,800",11/24/2018,Bayside,Single Family,2 Storey,2411,2018
853849,1343 BAYSIDE DR SW,"$644,761","$627,600",11/19/2018,Bayside,Single Family,2 Storey,2248,2014
857222,353 BAYSIDE CR SW,"$723,070","$703,800",11/26/2018,Bayside,Single Family,2 Storey,2500,2017
850008,2362 BAYWATER CR SW,"$360,000","$356,000",12/13/2018,Bayside,Duplex,2 Storey,1830,2013
857316,625 BAYSIDE LN SW,"$630,555","$623,600",12/20/2018,Bayside,Single Family,Bungalow,1439,2018
857258,1023 BAYSIDE DR SW,"$691,214","$683,600",12/20/2018,Bayside,Single Family,2 Storey,2245,2017
853936,2241 BAYSIDE RD SW,"$755,824","$747,500",12/18/2018,Bayside,Single Family,2 Storey,2818,2018
846694,2264 BAYSIDE CI SW,"$480,000","$474,700",12/19/2018,Bayside,Single Family,2 Storey,2386,2012
857243,401 BAYSIDE CR SW,"$694,694","$687,100",12/20/2018,Bayside,Single Family,Bungalow,1509,2018
857213,325 BAYSIDE CR SW,"$608,819","$602,100",12/20/2018,Bayside,Single Family,2 Storey,2521,2017
853845,1335 BAYSIDE DR SW,"$692,380","$719,000",12/20/2018,Bayside,Single Family,Bungalow,1685,2015
853871,137 BAYSIDE LP SW,"$382,165","$378,000",12/20/2018,Bayside,Single Family,2 Storey,1832,2017
846720,2325 BAYSIDE CI SW,"$582,000","$575,600",12/04/2018,Bayside,Single Family,2 Storey,2510,2014
845070,1786 BAYWATER ST SW,"$515,000","$511,400",01/02/2019,Bayside,Single Family,2 Storey,2497,2011
845111,101 BAYWATER WY SW,"$381,500","$378,900",01/08/2019,Bayside,Single Family,2 Storey,1944,2010
